1,1.95427690991629,0.180525053480723,1.36972883114598,1.62396895287653
2,0.899148396755949,1.77822473660739,2.83299171102208,2.23156663482768
4,1.70712762999811,1.67949267894632,0.271335026798714,1.4898209779794
5,2.14627132095567,2.36598094166949,1.35465075447494,3.03200595941691
7,3.19742539774233,2.07162663238168,0.730410039178722,0.963644255286426
8,2.32302359081151,2.44204866869875,2.34961795526314,3.25270948341863
9,1.97602175660482,0.930678790514627,3.21026014531592,1.12361226617736
12,2.11980138792355,2.53820040526071,1.8684198773804,2.40723420602071
13,1.96633741836788,0.8726438438615,1.34379486731739,1.32262466250826
14,2.72054471314177,3.15331736275962,0.202357796764431,0.598495069544777
22,2.16254707483642,2.9807372275964,1.30786011611824,1.99650577205318
23,2.17158026350485,0.483626691789304,2.62914119157947,0.32180596365639
24,3.17978114865575,3.11765453788961,0.762264058543037,0.769835459168896
25,2.59779091786902,2.29886440854173,1.88986062804976,1.1923249809812
27,2.11453917261383,1.82047993965044,2.05484490488815,3.29913983525542
34,1.56543879249071,1.19107698424629,1.47764853362798,1.71228426308458
35,1.3567867494365,2.34281872142965,3.44810563598613,3.3537066647509
36,2.47477889182253,1.75107509833402,0.556316055481129,1.01632407587699
44,0.806698797126261,1.93951208714243,3.95002254513861,0.600117873943711
45,0.818918116738692,1.75737418779023,1.62781861816647,1.43943666905555
46,0.99600391202597,2.88391287140199,2.19353995334785,0.476094823704559
48,1.70487698256636,2.1115002382547,2.81056552390204,0.54349340571766
53,3.70781478529964,0.392420528266199,1.96833515383683,1.14096012349958
56,1.18551028103193,1.2761093037281,1.40916590272596,1.3758282396433
63,1.2019354456942,0.734814971189238,1.85955980447274,-0.0358179466943982
69,2.85639606843536,1.50263771006052,0.912281888164022,1.26991519656139
71,0.375284838324094,0.234638370197156,2.51545401385831,1.72220109532922
